picker_id,first_name,last_name,full_name,gender,age,phone_number,email,community,store_id,store_node_id,store_name,store_location,service_zone,picker_segment,role,shift_type,shift_start,shift_end,experience_months,join_date,status,last_active,avg_picking_time_sec,items_per_hour,daily_orders_picked,accuracy_rate,mispick_rate,total_orders_picked,total_items_picked,total_mispicks,hourly_rate,total_earnings,total_hours_worked,zone_familiarity,multitask_ability,physical_fitness,temperature_zone_trained,fragile_handling_certified
PKR-85F73552,Karan,Yadav,Karan Yadav,M,27,+917387514713,karan.yadav@gmail.com,NORTH,HYD-DS-056,56,Madannapet Colony Dark Store,Madannapet Colony,South,NEW_JOINER,TRAINEE_PICKER,TRAINING,14:00,18:00,2,2024-10-02,PROBATION,2024-12-03 13:00,25.9,59,28,0.9326,0.0674,824,8240,555,42.13,6067,144,0.37,MEDIUM,GOOD,False,True
PKR-276C77BE,Kareem,Hussain,Kareem Hussain,M,34,+919551642984,kareem.hussain@gmail.com,MUSLIM,HYD-DS-036,36,Hill Colony Dark Store,Hill Colony,Central,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,12:00,20:00,28,2022-08-14,ACTIVE,2024-12-03 21:00,14.4,205,131,0.9856,0.0144,78449,941388,13555,51.31,225769,4400,0.8,HIGH,EXCELLENT,True,False
PKR-4F051620,Akash,Kumar,Akash Kumar,M,25,+918978838199,akash99@yahoo.com,NORTH,HYD-DS-023,23,Mehdipatnam Dark Store,Mehdipatnam,Southwest,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,10,2024-02-05,ACTIVE,2024-12-01 10:00,28.0,101,59,0.9791,0.0209,11624,69744,1457,52.56,39314,748,0.61,HIGH,GOOD,True,True
PKR-8D65CBCC,Srinivas,Goud,Srinivas Goud,M,37,+919367090408,srinivas.goud@gmail.com,TELUGU,HYD-DS-027,27,Begumpet Dark Store,Begumpet,Central,PART_TIME_EVENING,PICKER,PART_TIME,18:00,22:00,17,2023-07-10,ACTIVE,2024-12-02 10:00,24.3,104,50,0.9904,0.0096,14050,154550,1483,45.14,58319,1292,0.96,HIGH,AVERAGE,True,True
PKR-44DF4AA9,Sowmya,Munnuru,Sowmya Munnuru,F,30,+918785001690,sowmya177@gmail.com,TELUGU,HYD-DS-011,11,Gowlidoddy Dark Store,Gowlidoddy,Northwest,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,06:00,14:00,42,2021-06-20,ACTIVE,2024-12-02 19:00,10.1,185,85,0.9962,0.0038,51727,206908,786,59.8,329631,5512,0.99,MEDIUM,EXCELLENT,True,True
PKR-28F3DB62,Vijay,Velama,Vijay Velama,M,45,+917425084793,vijay850@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,PART_TIME_EVENING,TRAINEE_PICKER,PART_TIME,19:00,23:00,3,2024-09-02,ACTIVE,2024-12-03 10:00,15.7,152,40,0.9764,0.0236,2531,30372,716,57.94,14138,244,0.64,LOW,GOOD,False,True
PKR-FD92B4FF,Madhu,Reddy,Madhu Reddy,M,25,+918529070928,madhu99@yahoo.com,TELUGU,HYD-DS-005,5,Balanagar Dark Store,Balanagar,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,07:00,15:00,17,2023-07-10,ACTIVE,2024-12-01 22:00,12.4,149,91,0.9744,0.0256,31493,377916,9674,47.12,124027,2632,0.8,HIGH,GOOD,True,True
PKR-4434E4A7,Suresh,Munnuru,Suresh Munnuru,M,34,+918221491543,suresh.munnuru@yahoo.com,TELUGU,HYD-DS-018,18,Gachibowli Dark Store,Gachibowli,Southwest,PART_TIME_EVENING,PICKER,PART_TIME,14:00,18:00,11,2024-01-06,ACTIVE,2024-12-02 11:00,19.9,117,71,0.9841,0.0159,13611,95277,1514,44.54,34383,772,0.86,HIGH,EXCELLENT,True,True
PKR-253BA5C1,Sunil,Goud,Sunil Goud,M,24,+918739001885,sunil.goud@gmail.com,TELUGU,HYD-DS-025,25,Ameerpet Dark Store,Ameerpet,Central,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,18:00,22:00,2,2024-10-02,ACTIVE,2024-12-03 18:00,28.4,144,69,0.9544,0.0456,2684,18788,856,45.53,6738,148,0.5,LOW,EXCELLENT,True,True
PKR-3BF7C4EF,Irfan,Mirza,Irfan Mirza,M,22,+918243186598,irfan.mirza@yahoo.com,MUSLIM,HYD-DS-001,1,Miyapur Dark Store,Miyapur,Northwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,06:00,10:00,1,2024-11-01,ACTIVE,2024-12-03 09:00,16.0,87,65,0.9684,0.0316,1206,14472,457,48.47,3489,72,0.56,MEDIUM,GOOD,True,True
PKR-C75C2D04,Naga,Kapu,Naga Kapu,M,23,+918830637250,naga01@gmail.com,TELUGU,HYD-DS-038,38,Alwal Dark Store,Alwal,North,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,12:00,20:00,25,2022-11-12,ACTIVE,2024-12-02 11:00,8.9,163,93,0.9899,0.0101,35618,284944,2877,56.13,204312,3640,0.87,LOW,EXCELLENT,True,True
PKR-45819A0B,Ahmed,Ali,Ahmed Ali,M,25,+918516289155,ahmed982@yahoo.com,MUSLIM,HYD-DS-009,9,Chaitanya Enclave Dark Store,Chaitanya Enclave,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,10,2024-02-05,ACTIVE,2024-12-03 15:00,16.1,131,56,0.9597,0.0403,9124,54744,2206,43.73,32887,752,0.66,MEDIUM,GOOD,False,True
PKR-BB3CFD37,Shahid,Pasha,Shahid Pasha,M,24,+918772881400,shahid858@yahoo.com,MUSLIM,HYD-DS-046,46,Devar Yamjal Dark Store,Devar Yamjal,Northeast (Rangareddy),PART_TIME_STUDENT,PICKER,PART_TIME,20:00,00:00,8,2024-04-05,ACTIVE,2024-12-02 21:00,28.8,77,33,0.9849,0.0151,5010,20040,302,53.82,35520,660,0.69,LOW,EXCELLENT,True,True
PKR-EF1BC7C5,Lokesh,Setty,Lokesh Setty,M,44,+918487566402,lokesh.setty@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,PART_TIME_EVENING,TRAINEE_PICKER,PART_TIME,20:00,00:00,5,2024-07-04,ACTIVE,2024-12-03 11:00,22.0,134,62,0.9877,0.0123,6655,46585,572,46.55,18805,404,0.73,MEDIUM,EXCELLENT,True,False
PKR-4AF4CE37,Praveen,Munnuru,Praveen Munnuru,M,33,+919639221800,praveen91@gmail.com,TELUGU,HYD-DS-048,48,Tarakarama Nagar Dark Store,Tarakarama Nagar,East,FULL_TIME_REGULAR,PICKER,FULL_TIME,14:00,22:00,6,2024-06-04,ACTIVE,2024-12-02 06:00,17.0,139,97,0.9819,0.0181,10713,64278,1163,47.24,38925,824,0.88,MEDIUM,AVERAGE,True,True
PKR-F698C2C6,Naseer,Ansari,Naseer Ansari,M,23,+918568272344,naseer207@gmail.com,MUSLIM,HYD-DS-017,17,Kothaguda Dark Store,Kothaguda,West,PART_TIME_STUDENT,PICKER,PART_TIME,20:00,00:00,9,2024-03-06,ACTIVE,2024-12-02 08:00,22.4,93,66,0.9603,0.0397,11592,69552,2761,42.27,27053,640,0.85,LOW,EXCELLENT,True,False
PKR-C8007165,Sanjay,Naidu,Sanjay Naidu,M,40,+919851188840,sanjay84@gmail.com,TELUGU,HYD-DS-008,8,Adarsh Nagar Dark Store,Adarsh Nagar,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,20:00,00:00,6,2024-06-04,ACTIVE,2024-12-03 07:00,18.5,128,79,0.9835,0.0165,10124,50620,835,42.25,20446,484,0.84,HIGH,GOOD,True,True
PKR-9E1E0EBB,Gaurav,Chauhan,Gaurav Chauhan,M,25,+919688530927,gaurav99@rediffmail.com,NORTH,HYD-DS-048,48,Tarakarama Nagar Dark Store,Tarakarama Nagar,East,PART_TIME_STUDENT,PICKER,PART_TIME,06:00,10:00,6,2024-06-04,ACTIVE,2024-12-02 06:00,27.8,109,36,0.9574,0.0426,3302,16510,703,48.04,20753,432,0.73,LOW,EXCELLENT,False,True
PKR-52BACEA3,Anil,Rao,Anil Rao,M,23,+917913849550,anil01@gmail.com,TELUGU,HYD-DS-016,16,Borabanda Dark Store,Borabanda,West,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,0,2024-12-01,TRAINING,2024-12-01 19:00,34.8,48,20,0.9244,0.0756,0,0,0,43.37,0,0,0.32,MEDIUM,GOOD,True,True
PKR-DD0E968C,Mahesh,Reddy,Mahesh Reddy,M,23,+919699951894,mahesh661@gmail.com,TELUGU,HYD-DS-046,46,Devar Yamjal Dark Store,Devar Yamjal,Northeast (Rangareddy),PART_TIME_STUDENT,PICKER,PART_TIME,10:00,14:00,11,2024-01-06,ACTIVE,2024-12-02 01:00,25.5,96,70,0.9852,0.0148,13705,164460,2434,46.85,37480,800,0.74,HIGH,EXCELLENT,True,True
PKR-5837DB22,Mallesh,Kamma,Mallesh Kamma,M,40,+919367341829,mallesh.kamma@yahoo.com,TELUGU,HYD-DS-034,34,Ashok Bazar Dark Store,Ashok Bazar,Central,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,07:00,15:00,22,2023-02-10,ACTIVE,2024-12-03 22:00,13.2,187,80,0.992,0.008,35623,142492,1139,51.14,187767,3672,0.74,HIGH,AVERAGE,True,True
PKR-119328E6,Bilal,Ali,Bilal Ali,M,21,+919695864771,bilal.ali@rediffmail.com,MUSLIM,HYD-DS-022,22,Tolichowki Dark Store,Tolichowki,Southwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,14:00,18:00,2,2024-10-02,ACTIVE,2024-12-02 02:00,16.1,87,49,0.9582,0.0418,2074,16592,693,52.72,8646,164,0.5,LOW,AVERAGE,True,True
PKR-3D2425EE,Srinu,Naidu,Srinu Naidu,M,39,+917146740376,srinu247@yahoo.com,TELUGU,HYD-DS-015,15,Jubilee Hills Dark Store,Jubilee Hills,West,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,07:00,15:00,18,2023-06-10,ACTIVE,2024-12-02 18:00,10.0,158,101,0.9954,0.0046,33594,335940,1545,58.28,164120,2816,0.88,HIGH,EXCELLENT,True,True
PKR-96F0C111,Khalid,Shaikh,Khalid Shaikh,M,27,+917725442230,khalid757@gmail.com,MUSLIM,HYD-DS-047,47,Nagaram Dark Store,Nagaram,East,FULL_TIME_REGULAR,PICKER,FULL_TIME,07:00,15:00,9,2024-03-06,ACTIVE,2024-12-01 15:00,15.5,104,118,0.9946,0.0054,19654,117924,636,48.55,61361,1264,0.89,MEDIUM,GOOD,True,True
PKR-A7175090,Naseer,Qureshi,Naseer Qureshi,M,26,+917766612228,naseer.qureshi@gmail.com,MUSLIM,HYD-DS-052,52,Dilsukhnagar Dark Store,Dilsukhnagar,Southeast,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,07:00,15:00,33,2022-03-17,STAR_PERFORMER,2024-12-02 15:00,13.7,261,125,0.9977,0.0023,89631,717048,1649,66.58,364884,5480,0.9,HIGH,GOOD,True,False
PKR-F5FEF712,Hari,Chetty,Hari Chetty,M,20,+919184184538,hari114@yahoo.com,TELUGU,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Dr. A.S. Rao Nagar,Northeast,PART_TIME_STUDENT,PICKER,PART_TIME,18:00,22:00,10,2024-02-05,ACTIVE,2024-12-03 23:00,28.4,85,36,0.9822,0.0178,5168,46512,827,42.19,29873,708,0.65,HIGH,EXCELLENT,True,False
PKR-9F8B51DE,Naseer,Pasha,Naseer Pasha,M,23,+919599441413,naseer01@rediffmail.com,MUSLIM,HYD-DS-032,32,Ramnagar Dark Store,Ramnagar,Central,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,14:00,18:00,4,2024-08-03,ACTIVE,2024-12-01 15:00,23.7,90,68,0.9667,0.0333,5632,61952,2063,53.89,17245,320,0.63,MEDIUM,AVERAGE,True,False
PKR-ACC6551F,Madhu,Rao,Madhu Rao,M,34,+917947093839,madhu90@gmail.com,TELUGU,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,06:00,10:00,13,2023-11-07,ACTIVE,2024-12-01 09:00,19.6,101,51,0.9852,0.0148,12383,61915,916,48.26,46132,956,0.89,MEDIUM,GOOD,True,True
PKR-FA201F81,Anil,Munnuru,Anil Munnuru,M,22,+918883212467,anil617@gmail.com,TELUGU,HYD-DS-029,29,Kachiguda Dark Store,Kachiguda,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,11,2024-01-06,ACTIVE,2024-12-03 23:00,14.9,162,91,0.9766,0.0234,16158,64632,1512,50.8,84132,1656,0.99,LOW,GOOD,True,True
PKR-7F1BAD99,Gopal,Kumar,Gopal Kumar,M,34,+917214417315,gopal605@rediffmail.com,TELUGU,HYD-DS-020,20,Financial District Dark Store,Financial District,Southwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,9,2024-03-06,ACTIVE,2024-12-03 05:00,13.0,128,94,0.977,0.023,13940,111520,2564,53.34,62722,1176,0.71,HIGH,AVERAGE,True,True
PKR-31F08D6E,Sonu,Singh,Sonu Singh,M,20,+919158053327,sonu04@rediffmail.com,NORTH,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,06:00,10:00,10,2024-02-05,ACTIVE,2024-12-03 23:00,24.9,115,34,0.9554,0.0446,5815,29075,1296,41.13,31915,776,0.92,LOW,GOOD,False,True
PKR-06A112B8,Phani,Rao,Phani Rao,M,24,+918271406075,phani.rao@gmail.com,TELUGU,HYD-DS-027,27,Begumpet Dark Store,Begumpet,Central,NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,2,2024-10-02,PROBATION,2024-12-01 09:00,34.9,62,30,0.9335,0.0665,1033,8264,549,38.91,5914,152,0.5,LOW,AVERAGE,False,True
PKR-186536DF,Naresh,Rao,Naresh Rao,M,22,+918351946709,naresh.rao@rediffmail.com,TELUGU,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Dr. A.S. Rao Nagar,Northeast,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,6,2024-06-04,ACTIVE,2024-12-03 22:00,19.0,118,65,0.9837,0.0163,6397,70367,1146,54.89,49180,896,0.8,LOW,EXCELLENT,False,True
PKR-C634226D,Pavan,Mudiraj,Pavan Mudiraj,M,33,+918538739950,pavan753@yahoo.com,TELUGU,HYD-DS-009,9,Chaitanya Enclave Dark Store,Chaitanya Enclave,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,13,2023-11-07,ACTIVE,2024-12-03 07:00,16.0,137,72,0.9841,0.0159,12421,86947,1382,54.87,93491,1704,0.62,LOW,GOOD,True,True
PKR-33EEA52F,Monu,Gupta,Monu Gupta,M,42,+917495268813,monu.gupta@yahoo.com,NORTH,HYD-DS-015,15,Jubilee Hills Dark Store,Jubilee Hills,West,PART_TIME_EVENING,PICKER,PART_TIME,14:00,18:00,12,2023-12-07,ACTIVE,2024-12-03 23:00,21.4,99,80,0.9867,0.0133,15453,108171,1438,54.87,47847,872,0.72,HIGH,GOOD,True,True
PKR-E0A0670B,Madhu,Chetty,Madhu Chetty,M,38,+918429602134,madhu.chetty@yahoo.com,TELUGU,HYD-DS-055,55,Moosarambagh Dark Store,Moosarambagh,South,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,16:00,00:00,29,2022-07-15,ACTIVE,2024-12-02 19:00,12.4,173,94,0.9902,0.0098,38698,270886,2654,64.42,247893,3848,0.83,LOW,EXCELLENT,True,True
PKR-A5B90F92,Srinu,Munnuru,Srinu Munnuru,M,22,+918530373062,srinu581@gmail.com,TELUGU,HYD-DS-017,17,Kothaguda Dark Store,Kothaguda,West,FULL_TIME_REGULAR,PICKER,FULL_TIME,07:00,15:00,6,2024-06-04,ACTIVE,2024-12-01 17:00,14.0,104,60,0.9716,0.0284,6741,33705,957,59.58,55771,936,0.87,MEDIUM,EXCELLENT,True,True
PKR-AD150D1F,Khalid,Ansari,Khalid Ansari,M,18,+919839605649,khalid06@yahoo.com,MUSLIM,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,19:00,23:00,8,2024-04-05,ACTIVE,2024-12-02 11:00,21.8,78,46,0.9684,0.0316,6041,60410,1908,47.45,24485,516,0.95,LOW,AVERAGE,True,False
PKR-569A1237,Ravi,Yadav,Ravi Yadav,M,22,+918268598922,ravi83@gmail.com,TELUGU,HYD-DS-053,53,Kothapet Dark Store,Kothapet,Southeast,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,12,2023-12-07,ACTIVE,2024-12-02 11:00,13.8,123,68,0.9899,0.0101,17052,102312,1033,49.53,93516,1888,0.7,MEDIUM,EXCELLENT,True,False
PKR-978B2FD4,Dinesh,Chetty,Dinesh Chetty,M,18,+917419564489,dinesh.chetty@gmail.com,TELUGU,HYD-DS-012,12,IDPL Colony Dark Store,IDPL Colony,Northwest,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,6,2024-06-04,ACTIVE,2024-12-02 16:00,16.9,95,63,0.985,0.015,8218,41090,616,44.71,21282,476,0.74,HIGH,AVERAGE,True,True
PKR-B6AF595A,Faisal,Pasha,Faisal Pasha,M,35,+917345657280,faisal.pasha@yahoo.com,MUSLIM,HYD-DS-033,33,Nalanda Nagar Dark Store,Nalanda Nagar,Central,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,20,2023-04-11,ACTIVE,2024-12-02 02:00,16.3,90,66,0.9789,0.0211,17988,89940,1897,45.88,57079,1244,0.83,LOW,EXCELLENT,True,True
PKR-A55EE63A,Asif,Shaikh,Asif Shaikh,M,23,+919773518464,asif94@yahoo.com,MUSLIM,HYD-DS-053,53,Kothapet Dark Store,Kothapet,Southeast,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,20:00,00:00,4,2024-08-03,ACTIVE,2024-12-01 17:00,29.9,142,31,0.9853,0.0147,1799,12593,185,53.71,14395,268,0.97,LOW,EXCELLENT,True,False
PKR-D6FA18CF,Sahil,Chauhan,Sahil Chauhan,M,34,+919030724938,sahil90@gmail.com,NORTH,HYD-DS-031,31,Gokul Nagar Dark Store,Gokul Nagar,Central,FULL_TIME_SENIOR,PICKER,FULL_TIME,14:00,22:00,14,2023-10-08,ACTIVE,2024-12-02 13:00,8.2,159,148,0.9934,0.0066,29181,204267,1348,59.43,115536,1944,0.91,MEDIUM,GOOD,True,True
PKR-4B53ECDE,Balu,Nayak,Balu Nayak,M,21,+919013241153,balu03@gmail.com,TELUGU,HYD-DS-042,42,Sathya Colony Dark Store,Sathya Colony,North,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,10:00,14:00,4,2024-08-03,ACTIVE,2024-12-03 09:00,22.7,123,62,0.9606,0.0394,4531,54372,2142,49.02,16079,328,0.72,LOW,AVERAGE,True,True
PKR-E40FF413,Sanjay,Goud,Sanjay Goud,M,23,+919469308108,sanjay01@gmail.com,TELUGU,HYD-DS-053,53,Kothapet Dark Store,Kothapet,Southeast,NEW_JOINER,TRAINEE_PICKER,TRAINING,14:00,18:00,0,2024-12-01,TRAINING,2024-12-03 14:00,36.7,84,37,0.9568,0.0432,0,0,0,49.39,0,0,0.51,HIGH,GOOD,True,True
PKR-FC1754F9,Venkat,Goud,Venkat Goud,M,26,+919175645418,venkat98@rediffmail.com,TELUGU,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,14,2023-10-08,ACTIVE,2024-12-01 11:00,21.7,177,60,0.9866,0.0134,17919,143352,1920,48.59,112717,2320,0.73,MEDIUM,EXCELLENT,True,True
PKR-FF7C3583,Akash,Verma,Akash Verma,M,25,+918122794462,akash.verma@rediffmail.com,NORTH,HYD-DS-047,47,Nagaram Dark Store,Nagaram,East,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,12:00,20:00,29,2022-07-15,ACTIVE,2024-12-03 14:00,13.7,157,88,0.9875,0.0125,51750,414000,5175,69.91,305930,4376,0.71,LOW,EXCELLENT,False,True
PKR-5D9BD49E,Sai,Nayak,Sai Nayak,M,24,+919811150856,sai.nayak@gmail.com,TELUGU,HYD-DS-039,39,Kompally Dark Store,Kompally,North,FULL_TIME_REGULAR,PICKER,FULL_TIME,10:00,18:00,14,2023-10-08,ACTIVE,2024-12-01 17:00,12.4,192,102,0.9799,0.0201,24059,168413,3385,51.48,103783,2016,0.78,MEDIUM,AVERAGE,True,True
PKR-56D69B0F,Naseer,Khan,Naseer Khan,M,19,+919684847585,naseer66@gmail.com,MUSLIM,HYD-DS-023,23,Mehdipatnam Dark Store,Mehdipatnam,Southwest,PART_TIME_STUDENT,PICKER,PART_TIME,20:00,00:00,12,2023-12-07,ACTIVE,2024-12-03 08:00,17.2,128,55,0.9821,0.0179,10513,126156,2258,54.84,47819,872,0.86,HIGH,AVERAGE,True,False
PKR-73599B5C,Shahid,Qureshi,Shahid Qureshi,M,25,+918445883163,shahid.qureshi@gmail.com,MUSLIM,HYD-DS-044,44,Chititra Medchal Dark Store,Chititra Medchal,North,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,12:00,20:00,48,2020-12-22,ACTIVE,2024-12-01 20:00,10.8,212,108,0.9923,0.0077,93370,1120440,8627,62.87,493411,7848,0.82,HIGH,GOOD,True,True
PKR-66D75484,Naresh,Padmashali,Naresh Padmashali,M,40,+917296936411,naresh968@gmail.com,TELUGU,HYD-DS-038,38,Alwal Dark Store,Alwal,North,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,10:00,18:00,39,2021-09-18,ACTIVE,2024-12-02 09:00,8.3,164,147,0.9986,0.0014,86005,946055,1324,59.0,299715,5080,0.75,MEDIUM,GOOD,False,False
PKR-828FC8DD,Raju,Goud,Raju Goud,M,26,+919111074791,raju.goud@gmail.com,TELUGU,HYD-DS-056,56,Madannapet Colony Dark Store,Madannapet Colony,South,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,6,2024-06-04,ACTIVE,2024-12-02 14:00,12.8,128,116,0.9933,0.0067,13466,148126,992,46.98,40591,864,0.89,HIGH,AVERAGE,True,True
PKR-97FF1DA2,Azhar,Ansari,Azhar Ansari,M,22,+918011681600,azhar.ansari@gmail.com,MUSLIM,HYD-DS-049,49,Peerzadiguda Dark Store,Peerzadiguda,East,NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,1,2024-11-01,PROBATION,2024-12-01 07:00,42.2,44,46,0.9225,0.0775,729,8748,677,42.51,3060,72,0.67,HIGH,EXCELLENT,True,True
PKR-D5E318D0,Ahmed,Qureshi,Ahmed Qureshi,M,19,+918379430120,ahmed.qureshi@gmail.com,MUSLIM,HYD-DS-042,42,Sathya Colony Dark Store,Sathya Colony,North,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,19:00,23:00,2,2024-10-02,ACTIVE,2024-12-02 18:00,23.1,128,48,0.9833,0.0167,1583,9498,158,51.95,8104,156,0.68,HIGH,GOOD,True,True
PKR-58B3DBB2,Chandu,Kumar,Chandu Kumar,M,36,+918022283608,chandu.kumar@gmail.com,TELUGU,HYD-DS-014,14,Kondapur Dark Store,Kondapur,West,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,06:00,14:00,44,2021-04-21,STAR_PERFORMER,2024-12-03 05:00,12.5,206,97,0.9958,0.0042,68794,343970,1444,56.41,370925,6576,0.84,HIGH,EXCELLENT,True,True
PKR-D2437B04,Farhan,Shaikh,Farhan Shaikh,M,30,+917616473625,farhan94@gmail.com,MUSLIM,HYD-DS-003,3,Kukatpally Dark Store,Kukatpally,Northwest,NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,1,2024-11-01,ACTIVE,2024-12-02 08:00,41.9,61,20,0.9507,0.0493,382,3820,188,43.8,3328,76,0.64,HIGH,EXCELLENT,True,False
PKR-49CAC875,Azhar,Qureshi,Azhar Qureshi,M,40,+917611561209,azhar.qureshi@gmail.com,MUSLIM,HYD-DS-016,16,Borabanda Dark Store,Borabanda,West,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,16:00,00:00,20,2023-04-11,STAR_PERFORMER,2024-12-01 14:00,11.2,234,144,0.9951,0.0049,53223,266115,1303,52.33,146535,2800,0.81,MEDIUM,EXCELLENT,True,True
PKR-9641DA56,Varun,Chauhan,Varun Chauhan,M,32,+918793803070,varun92@yahoo.com,NORTH,HYD-DS-041,41,Anjaiah Nagar Dark Store,Anjaiah Nagar,North,FULL_TIME_REGULAR,PICKER,FULL_TIME,10:00,18:00,14,2023-10-08,ACTIVE,2024-12-01 03:00,12.1,170,96,0.9867,0.0133,23175,115875,1541,57.44,130511,2272,0.68,HIGH,EXCELLENT,True,True
PKR-8B731059,Mallesh,Setty,Mallesh Setty,M,26,+918017654575,mallesh812@gmail.com,TELUGU,HYD-DS-046,46,Devar Yamjal Dark Store,Devar Yamjal,Northeast (Rangareddy),NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,0,2024-12-01,TRAINING,2024-12-03 11:00,26.3,77,36,0.9651,0.0349,0,0,0,41.91,0,0,0.36,MEDIUM,EXCELLENT,False,True
PKR-6345C410,Vikas,Chauhan,Vikas Chauhan,M,39,+918259177998,vikas85@rediffmail.com,NORTH,HYD-DS-055,55,Moosarambagh Dark Store,Moosarambagh,South,FULL_TIME_SENIOR,PICKER,FULL_TIME,12:00,20:00,14,2023-10-08,ACTIVE,2024-12-02 19:00,12.8,214,120,0.9908,0.0092,29156,320716,2950,64.41,137069,2128,0.77,LOW,AVERAGE,True,True
PKR-2F001D8F,Kareem,Shaikh,Kareem Shaikh,M,32,+918033303470,kareem732@rediffmail.com,MUSLIM,HYD-DS-001,1,Miyapur Dark Store,Miyapur,Northwest,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,14:00,22:00,29,2022-07-15,ACTIVE,2024-12-03 10:00,12.3,195,111,0.9982,0.0018,60761,607610,1093,64.36,296048,4600,0.71,HIGH,GOOD,True,True
PKR-7FA1B8E9,Salman,Ali,Salman Ali,M,22,+919781254781,salman.ali@gmail.com,MUSLIM,HYD-DS-024,24,Attapur Dark Store,Attapur,Southwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,19:00,23:00,5,2024-07-04,ACTIVE,2024-12-01 22:00,16.4,101,66,0.9551,0.0449,4802,19208,862,45.46,14728,324,0.92,LOW,GOOD,True,True
PKR-EA925346,Shahid,Hussain,Shahid Hussain,M,35,+917961841881,shahid.hussain@gmail.com,MUSLIM,HYD-DS-039,39,Kompally Dark Store,Kompally,North,PART_TIME_EVENING,PICKER,PART_TIME,06:00,10:00,7,2024-05-05,ACTIVE,2024-12-03 23:00,22.3,139,60,0.989,0.011,9297,65079,715,44.54,25656,576,0.68,LOW,EXCELLENT,True,True
PKR-EBFC0597,Gaurav,Verma,Gaurav Verma,M,25,+918728452264,gaurav.verma@yahoo.com,NORTH,HYD-DS-048,48,Tarakarama Nagar Dark Store,Tarakarama Nagar,East,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,16:00,00:00,30,2022-06-15,STAR_PERFORMER,2024-12-01 13:00,11.6,203,115,0.9953,0.0047,66326,397956,1870,65.23,295358,4528,0.82,LOW,EXCELLENT,True,False
