rider_id,first_name,last_name,full_name,gender,age,phone_number,email,community,vehicle_type,vehicle_model,vehicle_number,engine_cc,home_store_id,home_store_node_id,home_store_name,service_zone,store_location,home_lat,home_lng,rider_segment,shift_type,shift_start,shift_end,experience_months,join_date,status,last_active,on_time_delivery_rate,order_acceptance_rate,cancellation_rate,avg_delivery_time_mins,customer_rating,total_orders_delivered,daily_avg_orders,total_earnings,avg_earnings_per_order,peak_hour_preference,weekend_availability,has_insulated_bag,has_rain_gear,knows_english,knows_hindi,knows_telugu
RDR-433EEF22,Salman,Syed,Salman Syed,M,19,+918875823498,salman98@gmail.com,MUSLIM,CYCLE,Hercules Roadsters,N/A,0,HYD-DS-026,26,Banjara Hills Dark Store,Central,Banjara Hills,17.425015,78.438045,PART_TIME_STUDENT,PART_TIME,06:00,10:00,2,2024-10-02,ACTIVE,2024-12-02 18:00,0.862,0.773,0.063,15.6,4.34,304,11,6406,21.08,AFTERNOON,True,True,True,True,True,False
RDR-BAB243E2,Kiran,Kamma,Kiran Kamma,M,24,+917131818568,kiran.kamma@rediffmail.com,TELUGU,SCOOTER,Hero Destini 125,TS08FZ3983,125,HYD-DS-031,31,Gokul Nagar Dark Store,Central,Gokul Nagar,17.421876,78.466174,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,14,2023-10-08,ACTIVE,2024-12-03 04:00,0.921,0.904,0.042,10.0,4.26,7361,29,256072,34.79,NIGHT,True,True,True,True,True,True
RDR-2895FF0E,Khalid,Qureshi,Khalid Qureshi,M,31,+917921351161,khalid93@yahoo.com,MUSLIM,BIKE,Hero HF Deluxe,TS08BH7824,100,HYD-DS-050,50,Whitefield Dark Store,East,Whitefield,17.441783,78.529942,PART_TIME_EVENING,PART_TIME,18:00,22:00,4,2024-08-03,ACTIVE,2024-12-02 07:00,0.839,0.825,0.062,12.6,4.33,1028,13,27835,27.08,MORNING,True,True,True,True,True,False
RDR-FF8A5967,Syed,Pasha,Syed Pasha,M,23,+919828533911,syed.pasha@gmail.com,MUSLIM,SCOOTER,Hero Destini 125,TS09QT9804,125,HYD-DS-039,39,Kompally Dark Store,North,Kompally,17.527318,78.492618,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,15,2023-09-08,ACTIVE,2024-12-03 17:00,0.826,0.807,0.063,11.4,4.51,6336,27,215832,34.06,EVENING,True,True,False,True,True,True
RDR-89C6E3E4,Nagesh,Goud,Nagesh Goud,M,41,+917921092864,nagesh83@rediffmail.com,TELUGU,ELECTRIC_SCOOTER,Ola S1,TS13UD3099,0,HYD-DS-054,54,Meerpet Dark Store,Southeast,Meerpet,17.342936,78.554831,PART_TIME_EVENING,PART_TIME,20:00,00:00,17,2023-07-10,ACTIVE,2024-12-03 18:00,0.893,0.789,0.093,11.8,4.15,5341,18,163373,30.59,MORNING,True,True,True,True,True,True
RDR-1F48A0CA,Jameel,Baig,Jameel Baig,M,29,+918291812780,jameel95@gmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS07VL5727,100,HYD-DS-006,6,Hafeezpet Dark Store,Northwest,Hafeezpet,17.466494,78.384939,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,21,2023-03-12,ACTIVE,2024-12-02 01:00,0.908,0.937,0.09,14.4,4.5,5776,21,144820,25.07,EVENING,True,False,True,True,True,True
RDR-64273520,Salman,Khan,Salman Khan,M,35,+919116993664,salman650@gmail.com,MUSLIM,SCOOTER,Hero Destini 125,TS14HG9836,125,HYD-DS-004,4,Jeedimetla Dark Store,Northwest,Jeedimetla,17.493311,78.419874,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,32,2022-04-16,STAR_PERFORMER,2024-12-02 17:00,0.979,0.954,0.038,9.3,4.66,18281,37,507355,27.75,AFTERNOON,True,False,True,False,True,False
RDR-306851B2,Bilal,Khan,Bilal Khan,M,30,+918578401124,bilal286@gmail.com,MUSLIM,SCOOTER,Suzuki Access 125,TS13UH1725,125,HYD-DS-038,38,Alwal Dark Store,North,Alwal,17.498113,78.503363,FULL_TIME_EXPERIENCED,FULL_TIME,14:00,22:00,55,2020-05-26,ACTIVE,2024-12-03 02:00,0.889,0.86,0.016,9.1,4.57,24106,27,637487,26.45,NIGHT,True,True,True,False,True,True
RDR-40422CEA,Srinu,Rao,Srinu Rao,M,35,+917915582411,srinu494@gmail.com,TELUGU,BIKE,Honda Shine,TS13JC4105,125,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.51706,78.449076,FULL_TIME_EXPERIENCED,FULL_TIME,14:00,22:00,26,2022-10-13,ACTIVE,2024-12-02 21:00,0.937,0.935,0.046,10.4,4.5,15730,44,614515,39.07,NIGHT,True,True,True,False,True,True
RDR-0BE6C042,Naga,Padmashali,Naga Padmashali,M,23,+918171530105,naga.padmashali@yahoo.com,TELUGU,BIKE,Hero Splendor Plus,TS07GW2476,100,HYD-DS-011,11,Gowlidoddy Dark Store,Northwest,Gowlidoddy,17.499277,78.421359,PART_TIME_STUDENT,PART_TIME,06:00,10:00,5,2024-07-04,ACTIVE,2024-12-03 17:00,0.801,0.722,0.068,13.4,4.06,803,10,21558,26.85,NIGHT,True,True,True,True,True,True
RDR-C484D309,Vijay,Nayak,Vijay Nayak,M,35,+917157476619,vijay.nayak@gmail.com,TELUGU,BIKE,Honda Shine,TS14YD5995,125,HYD-DS-052,52,Dilsukhnagar Dark Store,Southeast,Dilsukhnagar,17.368193,78.517871,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,54,2020-06-25,STAR_PERFORMER,2024-12-02 00:00,0.939,0.896,0.021,12.5,4.69,44868,38,1319354,29.41,MORNING,True,True,True,True,True,True
RDR-3E3F4CF3,Khalid,Ansari,Khalid Ansari,M,23,+917384364406,khalid162@gmail.com,MUSLIM,BIKE,Bajaj Pulsar 125,TS08UT5376,125,HYD-DS-005,5,Balanagar Dark Store,Northwest,Balanagar,17.472557,78.437729,PART_TIME_EVENING,PART_TIME,14:00,18:00,14,2023-10-08,ACTIVE,2024-12-03 19:00,0.847,0.866,0.11,15.5,4.26,2844,13,72708,25.57,EVENING,True,True,True,True,True,True
RDR-6729A17F,Manoj,Naidu,Manoj Naidu,M,30,+919447193262,manoj805@gmail.com,TELUGU,BIKE,Bajaj Platina,TS14ZY1789,100,HYD-DS-042,42,Sathya Colony Dark Store,North,Sathya Colony,17.480842,78.454089,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,7,2024-05-05,ACTIVE,2024-12-02 13:00,0.838,0.842,0.072,10.6,4.63,2314,22,64929,28.06,EVENING,False,True,True,True,True,True
RDR-8D959BF5,Adnan,Ansari,Adnan Ansari,M,23,+919462317751,adnan388@gmail.com,MUSLIM,BIKE,TVS Sport,TS08BV3755,110,HYD-DS-003,3,Kukatpally Dark Store,Northwest,Kukatpally,17.488406,78.387514,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,20,2023-04-11,STAR_PERFORMER,2024-12-02 05:00,0.952,0.928,0.035,11.2,4.84,12363,45,361397,29.23,EVENING,True,True,True,False,True,True
RDR-4F8F84D3,Srikanth,Nayak,Srikanth Nayak,M,31,+918626801645,srikanth178@gmail.com,TELUGU,BIKE,Hero Splendor Plus,TS09AQ8530,100,HYD-DS-054,54,Meerpet Dark Store,Southeast,Meerpet,17.33625,78.564148,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,9,2024-03-06,ACTIVE,2024-12-03 15:00,0.88,0.824,0.038,13.8,4.6,3812,27,101131,26.53,EVENING,False,True,True,False,True,True
RDR-0F39B8C5,Jameel,Shaikh,Jameel Shaikh,M,22,+918633956340,jameel.shaikh@gmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS08JK4302,100,HYD-DS-047,47,Nagaram Dark Store,East,Nagaram,17.447556,78.588714,PART_TIME_STUDENT,PART_TIME,19:00,23:00,7,2024-05-05,ACTIVE,2024-12-02 04:00,0.868,0.772,0.071,13.9,4.13,1010,9,22673,22.45,EVENING,True,True,True,False,True,True
RDR-B537BCD9,Srikanth,Kapu,Srikanth Kapu,M,32,+918321869653,srikanth793@gmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS14XB4971,110,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.447891,78.345354,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,58,2020-02-26,ACTIVE,2024-12-03 09:00,0.892,0.96,0.016,9.1,4.6,35422,35,951311,26.86,EVENING,True,True,True,False,True,True
RDR-0B812397,Faisal,Hussain,Faisal Hussain,M,24,+918170634516,faisal.hussain@gmail.com,MUSLIM,SCOOTER,Hero Destini 125,TS09GW3935,125,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.456517,78.444397,PART_TIME_STUDENT,PART_TIME,10:00,14:00,1,2024-11-01,ACTIVE,2024-12-02 01:00,0.853,0.753,0.093,14.7,4.14,265,17,5336,20.14,MORNING,True,True,True,True,True,False
RDR-D6895BA9,Kiran,Mudiraj,Kiran Mudiraj,M,22,+919633494909,kiran.mudiraj@yahoo.com,TELUGU,BIKE,Honda Shine,TS13LY6904,125,HYD-DS-052,52,Dilsukhnagar Dark Store,Southeast,Dilsukhnagar,17.376884,78.520905,PART_TIME_STUDENT,PART_TIME,19:00,23:00,2,2024-10-02,ACTIVE,2024-12-02 21:00,0.77,0.763,0.056,12.3,4.22,596,15,15601,26.18,MORNING,True,True,True,False,True,True
RDR-EDD04BA6,Phani,Naidu,Phani Naidu,M,22,+918531176168,phani.naidu@gmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS08DG9646,110,HYD-DS-022,22,Tolichowki Dark Store,Southwest,Tolichowki,17.40165,78.413126,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,23,2023-01-11,ACTIVE,2024-12-02 19:00,0.924,0.818,0.05,14.9,4.28,14142,34,341066,24.12,EVENING,True,False,False,False,True,True
RDR-7ACFE1C7,Sonu,Yadav,Sonu Yadav,M,24,+917723574618,sonu00@rediffmail.com,NORTH,SCOOTER,Honda Activa 6G,TS14YN3089,110,HYD-DS-004,4,Jeedimetla Dark Store,Northwest,Jeedimetla,17.50533,78.418895,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,18,2023-06-10,ACTIVE,2024-12-02 21:00,0.884,0.889,0.044,10.8,4.39,11004,34,337387,30.66,MORNING,True,True,False,False,True,False
RDR-2405583B,Imran,Mirza,Imran Mirza,M,23,+917145763694,imran894@yahoo.com,MUSLIM,BIKE,Hero HF Deluxe,TS08DB7563,100,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.442428,78.341204,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,18,2023-06-10,ACTIVE,2024-12-03 20:00,0.84,0.882,0.056,14.7,4.5,5317,22,121362,22.83,MORNING,True,True,False,True,True,True
RDR-87E0D4F7,Imran,Shaikh,Imran Shaikh,M,34,+918119569481,imran773@gmail.com,MUSLIM,BIKE,Bajaj CT100,TS08FQ9262,100,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Northeast,Dr. A.S. Rao Nagar,17.482094,78.548155,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,57,2020-03-27,ACTIVE,2024-12-03 12:00,0.901,0.955,0.017,13.5,4.5,38421,40,1285848,33.47,NIGHT,True,True,True,True,True,False
RDR-95AD6D0D,Sachin,Sharma,Sachin Sharma,M,31,+918074379694,sachin93@gmail.com,NORTH,SCOOTER,TVS Jupiter,TS09NY4328,110,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.458705,78.442967,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,17,2023-07-10,ACTIVE,2024-12-02 17:00,0.827,0.891,0.087,13.7,4.21,8321,23,197701,23.76,NIGHT,True,False,True,True,True,True
RDR-011C1D9D,Anwar,Khan,Anwar Khan,M,20,+918222095539,anwar316@yahoo.com,MUSLIM,BIKE,Bajaj CT100,TS14WL7802,100,HYD-DS-052,52,Dilsukhnagar Dark Store,Southeast,Dilsukhnagar,17.361363,78.530591,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,13,2023-11-07,ACTIVE,2024-12-03 23:00,0.866,0.811,0.049,13.3,4.3,6299,27,160979,25.56,EVENING,True,True,False,False,True,True
RDR-3C820537,Mani,Mudiraj,Mani Mudiraj,M,20,+917415559112,mani.mudiraj@gmail.com,TELUGU,BIKE,Honda Shine,TS10HP9763,125,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.52192,78.454597,PART_TIME_STUDENT,PART_TIME,18:00,22:00,7,2024-05-05,ACTIVE,2024-12-03 05:00,0.863,0.773,0.128,15.1,4.02,1526,13,35410,23.2,AFTERNOON,False,True,True,True,True,True
RDR-E4EFA93A,Anwar,Khan,Anwar Khan,M,31,+918681009868,anwar93@rediffmail.com,MUSLIM,BIKE,Honda Shine,TS08UD3672,125,HYD-DS-057,57,Charminar Dark Store,Old City,Charminar,17.369549,78.471271,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,7,2024-05-05,ACTIVE,2024-12-02 21:00,0.838,0.851,0.092,11.8,4.65,2779,28,61979,22.3,NIGHT,True,True,False,False,True,False
RDR-6D5BA283,Faisal,Khan,Faisal Khan,M,23,+919446606003,faisal345@rediffmail.com,MUSLIM,BIKE,TVS Sport,TS12AV5554,110,HYD-DS-048,48,Tarakarama Nagar Dark Store,East,Tarakarama Nagar,17.437675,78.539795,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,52,2020-08-24,ACTIVE,2024-12-02 12:00,0.901,0.937,0.01,12.6,4.43,46334,45,1580500,34.11,NIGHT,True,False,True,False,True,True
RDR-4CA5DFDD,Mohan,Setty,Mohan Setty,M,22,+917981394776,mohan02@yahoo.com,TELUGU,ELECTRIC_SCOOTER,Ola S1,TS13DN1043,0,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,Northwest,KPHB (Kukatpally Phase B),17.4988,78.403156,FULL_TIME_EXPERIENCED,FULL_TIME,14:00,22:00,54,2020-06-25,ACTIVE,2024-12-02 19:00,0.975,0.961,0.025,12.5,4.48,40076,45,1143226,28.53,NIGHT,True,False,False,False,True,True
RDR-640BF257,Sachin,Chauhan,Sachin Chauhan,M,23,+917783391131,sachin01@rediffmail.com,NORTH,SCOOTER,Honda Activa 6G,TS13WY4505,110,HYD-DS-050,50,Whitefield Dark Store,East,Whitefield,17.436525,78.52327,PART_TIME_STUDENT,PART_TIME,19:00,23:00,1,2024-11-01,ACTIVE,2024-12-03 07:00,0.856,0.846,0.059,18.3,4.26,169,11,3923,23.22,EVENING,True,True,True,False,True,False
RDR-FBD8FDFC,Mallesh,Chetty,Mallesh Chetty,M,22,+918286031232,mallesh837@rediffmail.com,TELUGU,BIKE,Bajaj Pulsar 125,TS14CJ6254,125,HYD-DS-019,19,Manikonda Dark Store,Southwest,Manikonda,17.404657,78.384363,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,20,2023-04-11,ACTIVE,2024-12-03 10:00,0.927,0.86,0.033,12.8,4.33,13494,33,455346,33.74,NIGHT,True,True,True,False,True,True
RDR-976AA73F,Naga,Munnuru,Naga Munnuru,M,30,+918611133661,naga.munnuru@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS12JE6508,125,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.448443,78.356026,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,16,2023-08-09,ACTIVE,2024-12-02 04:00,0.837,0.845,0.031,13.2,4.24,5727,22,148800,25.98,AFTERNOON,True,True,True,False,True,True
RDR-69D73408,Chandu,Yadav,Chandu Yadav,M,30,+918681849688,chandu94@gmail.com,TELUGU,SCOOTER,Hero Destini 125,TS14NH6991,125,HYD-DS-009,9,Chaitanya Enclave Dark Store,Northwest,Chaitanya Enclave,17.477591,78.404442,NEW_JOINER,FULL_TIME,16:00,00:00,3,2024-09-02,ACTIVE,2024-12-03 15:00,0.768,0.749,0.097,19.0,4.15,588,12,14974,25.47,MORNING,True,True,True,False,True,True
RDR-A5E3ACBC,Naseer,Ansari,Naseer Ansari,M,44,+917041888594,naseer651@gmail.com,MUSLIM,BIKE,Honda Shine,TS13ZM1273,125,HYD-DS-006,6,Hafeezpet Dark Store,Northwest,Hafeezpet,17.449786,78.382043,PART_TIME_EVENING,PART_TIME,06:00,10:00,9,2024-03-06,ACTIVE,2024-12-03 11:00,0.795,0.768,0.051,12.6,4.12,2914,20,92985,31.91,AFTERNOON,True,True,True,False,True,True
RDR-BA7A08DA,Ashok,Naidu,Ashok Naidu,M,33,+917865074087,ashok760@gmail.com,TELUGU,SCOOTER,TVS Jupiter,TS10DQ5667,110,HYD-DS-038,38,Alwal Dark Store,North,Alwal,17.509343,78.513503,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,29,2022-07-15,STAR_PERFORMER,2024-12-03 06:00,0.97,0.968,0.017,11.1,4.71,17112,29,574956,33.6,EVENING,True,True,False,False,True,True
RDR-5D2DC898,Ramu,Yadav,Ramu Yadav,M,18,+918835780393,ramu.yadav@gmail.com,TELUGU,CYCLE,Hercules Roadsters,N/A,0,HYD-DS-019,19,Manikonda Dark Store,Southwest,Manikonda,17.410837,78.391772,NEW_JOINER,FULL_TIME,06:00,14:00,2,2024-10-02,PROBATION,2024-11-30 00:00,0.729,0.662,0.193,20.6,3.87,211,6,5367,25.44,MORNING,True,True,True,False,True,True
RDR-7C686F39,Ramesh,Naidu,Ramesh Naidu,M,37,+918397283256,ramesh.naidu@yahoo.com,TELUGU,BIKE,TVS Sport,TS07EW7619,110,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.450246,78.4311,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,50,2020-10-23,ACTIVE,2024-12-02 06:00,0.892,0.902,0.022,11.6,4.73,29911,30,916191,30.63,MORNING,True,True,False,False,True,True
RDR-E4250E5F,Naresh,Setty,Naresh Setty,M,25,+918742865410,naresh.setty@gmail.com,TELUGU,BIKE,Bajaj Platina,TS08JG7738,100,HYD-DS-038,38,Alwal Dark Store,North,Alwal,17.505432,78.509807,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,19,2023-05-11,ACTIVE,2024-12-03 07:00,0.928,0.919,0.057,13.4,4.34,9329,31,283846,30.43,NIGHT,False,True,True,True,True,True
RDR-9261401A,Ramulu,Kamma,Ramulu Kamma,M,25,+919844454602,ramulu.kamma@gmail.com,TELUGU,BIKE,Bajaj CT100,TS08WW9131,100,HYD-DS-014,14,Kondapur Dark Store,West,Kondapur,17.456954,78.362423,PART_TIME_STUDENT,PART_TIME,10:00,14:00,8,2024-04-05,ACTIVE,2024-12-02 13:00,0.805,0.745,0.05,13.4,4.36,1940,15,53650,27.65,NIGHT,False,True,True,False,True,True
RDR-1192D199,Rahul,Singh,Rahul Singh,M,23,+919863014839,rahul183@yahoo.com,NORTH,BIKE,Bajaj CT100,TS10EH6745,100,HYD-DS-044,44,Chititra Medchal Dark Store,North,Chititra Medchal,17.55839,78.462459,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,13,2023-11-07,ACTIVE,2024-12-02 00:00,0.889,0.912,0.031,11.1,4.4,6267,23,174748,27.88,NIGHT,False,False,True,True,True,True
RDR-76478496,Rakesh,Rao,Rakesh Rao,M,35,+918687898657,rakesh89@yahoo.com,TELUGU,BIKE,Hero Splendor Plus,TS10BB8475,100,HYD-DS-037,37,Secunderabad Dark Store,North,Secunderabad,17.445268,78.50739,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,17,2023-07-10,ACTIVE,2024-12-02 13:00,0.924,0.932,0.057,12.7,4.45,10109,32,321345,31.79,NIGHT,True,True,True,True,True,True
RDR-C6A27804,Dinesh,Reddy,Dinesh Reddy,M,25,+917657135458,dinesh776@yahoo.com,TELUGU,BIKE,Hero Splendor Plus,TS11JH5844,100,HYD-DS-003,3,Kukatpally Dark Store,Northwest,Kukatpally,17.487499,78.385694,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,8,2024-04-05,ACTIVE,2024-12-03 19:00,0.874,0.908,0.073,14.7,4.48,2938,22,76679,26.1,MORNING,True,True,False,False,True,True
RDR-8172C3C3,Mahesh,Kapu,Mahesh Kapu,M,32,+918554938024,mahesh92@rediffmail.com,TELUGU,ELECTRIC_SCOOTER,Ather 450X,TS07CW4842,0,HYD-DS-029,29,Kachiguda Dark Store,Central,Kachiguda,17.387912,78.498864,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,17,2023-07-10,ACTIVE,2024-12-03 06:00,0.848,0.815,0.079,12.4,4.49,5247,21,165872,31.61,NIGHT,True,True,True,False,True,True
RDR-CE8574B1,Amit,Sharma,Amit Sharma,M,20,+918274824448,amit.sharma@yahoo.com,NORTH,BIKE,Hero HF Deluxe,TS08UT2660,100,HYD-DS-042,42,Sathya Colony Dark Store,North,Sathya Colony,17.498455,78.463636,PART_TIME_STUDENT,PART_TIME,19:00,23:00,4,2024-08-03,ACTIVE,2024-12-03 04:00,0.841,0.811,0.111,15.5,4.11,606,10,16676,27.52,MORNING,True,True,False,False,True,False
RDR-A6FC74D6,Hari,Kumar,Hari Kumar,M,32,+918173913779,hari92@gmail.com,TELUGU,BIKE,Bajaj Pulsar 125,TS08CF5009,125,HYD-DS-027,27,Begumpet Dark Store,Central,Begumpet,17.449934,78.470614,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,13,2023-11-07,STAR_PERFORMER,2024-12-02 23:00,0.939,0.861,0.072,15.6,4.56,8701,34,266849,30.67,NIGHT,True,True,True,False,True,True
RDR-C7444940,Praveen,Kumar,Praveen Kumar,M,24,+919897794250,praveen00@yahoo.com,TELUGU,BIKE,Honda Shine,TS11SW1078,125,HYD-DS-001,1,Miyapur Dark Store,Northwest,Miyapur,17.494423,78.35803,NEW_JOINER,FULL_TIME,14:00,22:00,0,2024-12-01,TRAINING,2024-12-04 00:00,0.659,0.821,0.127,21.5,3.83,0,14,0,23.21,MORNING,True,False,True,False,True,True
RDR-3470ED1D,Srinu,Nayak,Srinu Nayak,M,31,+917454067999,srinu818@yahoo.com,TELUGU,SCOOTER,Honda Activa 6G,TS12DF6791,110,HYD-DS-048,48,Tarakarama Nagar Dark Store,East,Tarakarama Nagar,17.437606,78.537646,PART_TIME_EVENING,PART_TIME,10:00,14:00,9,2024-03-06,ACTIVE,2024-12-02 01:00,0.848,0.753,0.074,11.3,4.23,2727,20,60392,22.15,MORNING,True,False,True,False,True,True
RDR-3AB4D7D6,Ganesh,Rao,Ganesh Rao,M,23,+917046138454,ganesh.rao@gmail.com,TELUGU,SCOOTER,TVS Jupiter,TS14MJ5115,110,HYD-DS-012,12,IDPL Colony Dark Store,Northwest,IDPL Colony,17.505126,78.402791,FULL_TIME_EXPERIENCED,FULL_TIME,14:00,22:00,35,2022-01-16,ACTIVE,2024-12-02 14:00,0.919,0.927,0.018,10.1,4.55,24428,44,844586,34.57,MORNING,True,True,True,False,True,True
RDR-8E1EEE91,Manoj,Setty,Manoj Setty,M,26,+918895196174,manoj98@yahoo.com,TELUGU,BIKE,Honda Shine,TS14BV3656,125,HYD-DS-010,10,Vijaya Nagar Colony Dark Store,Northwest,Vijaya Nagar Colony,17.485192,78.40518,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,6,2024-06-04,ACTIVE,2024-12-02 15:00,0.91,0.921,0.081,15.5,4.29,2568,27,62532,24.35,AFTERNOON,True,True,True,True,True,True
RDR-FBC482BC,Ahmed,Ali,Ahmed Ali,M,18,+917828803316,ahmed06@rediffmail.com,MUSLIM,SCOOTER,Hero Destini 125,TS07HS6882,125,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Northeast,Dr. A.S. Rao Nagar,17.489476,78.540116,PART_TIME_STUDENT,PART_TIME,06:00,10:00,10,2024-02-05,ACTIVE,2024-12-03 05:00,0.838,0.797,0.108,13.7,4.23,2336,18,48231,20.65,EVENING,True,True,False,True,True,False
RDR-68C44E21,Ramesh,Rao,Ramesh Rao,M,31,+918942786745,ramesh636@rediffmail.com,TELUGU,BIKE,Hero Splendor Plus,TS07KN1379,100,HYD-DS-049,49,Peerzadiguda Dark Store,East,Peerzadiguda,17.466749,78.561862,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,6,2024-06-04,ACTIVE,2024-12-02 00:00,0.883,0.873,0.074,12.5,4.44,3250,31,88845,27.34,MORNING,False,False,True,False,True,True
RDR-C5D9D1CC,Junaid,Baig,Junaid Baig,M,35,+918957130035,junaid89@yahoo.com,MUSLIM,BIKE,Honda Shine,TS10NB8711,125,HYD-DS-015,15,Jubilee Hills Dark Store,West,Jubilee Hills,17.43679,78.413973,FULL_TIME_EXPERIENCED,FULL_TIME,07:00,15:00,35,2022-01-16,STAR_PERFORMER,2024-12-03 20:00,0.962,0.91,0.022,12.8,4.51,17388,32,606849,34.9,EVENING,True,True,True,True,True,True
RDR-218B8C96,Pavan,Velama,Pavan Velama,M,29,+918683023770,pavan.velama@gmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS10YY6949,110,HYD-DS-034,34,Ashok Bazar Dark Store,Central,Ashok Bazar,17.423133,78.473245,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,17,2023-07-10,ACTIVE,2024-12-02 05:00,0.892,0.904,0.089,10.8,4.65,6659,30,226301,33.98,NIGHT,False,True,False,True,True,True
RDR-D1FBC9BC,Vamsi,Munnuru,Vamsi Munnuru,M,36,+919176906058,vamsi252@gmail.com,TELUGU,BIKE,TVS Sport,TS14NN6274,110,HYD-DS-054,54,Meerpet Dark Store,Southeast,Meerpet,17.343758,78.568802,PART_TIME_EVENING,PART_TIME,18:00,22:00,14,2023-10-08,ACTIVE,2024-12-03 08:00,0.881,0.799,0.11,16.8,4.33,2780,10,66162,23.8,AFTERNOON,False,True,False,True,True,True
RDR-2AC4BCA6,Mani,Kumar,Mani Kumar,M,20,+919353687801,mani537@yahoo.com,TELUGU,SCOOTER,Hero Destini 125,TS14EJ2250,125,HYD-DS-042,42,Sathya Colony Dark Store,North,Sathya Colony,17.496784,78.456746,PART_TIME_STUDENT,PART_TIME,20:00,00:00,9,2024-03-06,ACTIVE,2024-12-02 19:00,0.768,0.704,0.055,14.6,4.22,2955,17,61086,20.67,NIGHT,True,True,True,True,True,True
RDR-437DFCF3,Chandu,Kumar,Chandu Kumar,M,25,+918772399838,chandu.kumar@gmail.com,TELUGU,BIKE,TVS Sport,TS08KE2134,110,HYD-DS-020,20,Financial District Dark Store,Southwest,Financial District,17.423126,78.343295,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,13,2023-11-07,ACTIVE,2024-12-02 17:00,0.865,0.906,0.078,12.7,4.67,6276,28,180213,28.71,NIGHT,False,True,True,True,True,True
RDR-3E24F99B,Adnan,Khan,Adnan Khan,M,37,+919668079043,adnan856@gmail.com,MUSLIM,BIKE,Bajaj Pulsar 125,TS14TP6524,125,HYD-DS-055,55,Moosarambagh Dark Store,South,Moosarambagh,17.354486,78.499663,PART_TIME_EVENING,PART_TIME,10:00,14:00,16,2023-08-09,ACTIVE,2024-12-03 08:00,0.876,0.876,0.111,17.6,4.17,5246,18,148296,28.27,NIGHT,True,True,False,True,True,True
RDR-DAB12A3F,Anwar,Syed,Anwar Syed,M,24,+917337419700,anwar00@gmail.com,MUSLIM,SCOOTER,TVS Jupiter,TS07PQ6363,110,HYD-DS-035,35,Jamal Colony Dark Store,Central,Jamal Colony,17.416648,78.453026,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,6,2024-06-04,ACTIVE,2024-12-02 08:00,0.896,0.825,0.063,11.3,4.5,3657,34,117348,32.09,AFTERNOON,False,True,True,False,True,False
